Name,Geo Place Name,Start_Date,Data Value
Fine particles (PM 2.5),Bronx,2019,7.0
Fine particles (PM 2.5),Bronx,2020,6.6
Fine particles (PM 2.5),Bronx,2021,7.3
Fine particles (PM 2.5),Bronx,2022,6.6
Fine particles (PM 2.5),Brooklyn,2008,11.7
Fine particles (PM 2.5),Brooklyn,2009,10.0
Fine particles (PM 2.5),Brooklyn,2010,12.0
Fine particles (PM 2.5),Brooklyn,2011,9.2
Fine particles (PM 2.5),Brooklyn,2012,10.3
Fine particles (PM 2.5),Brooklyn,2013,10.3
Fine particles (PM 2.5),Brooklyn,2014,8.9
Fine particles (PM 2.5),Brooklyn,2015,8.55
Fine particles (PM 2.5),Brooklyn,2016,8.100000000000001
Fine particles (PM 2.5),Brooklyn,2017,8.5
Fine particles (PM 2.5),Brooklyn,2018,7.3
Fine particles (PM 2.5),Brooklyn,2019,7.6
Fine particles (PM 2.5),Brooklyn,2020,6.9
Fine particles (PM 2.5),Brooklyn,2021,6.9
Fine particles (PM 2.5),Brooklyn,2022,6.05
Fine particles (PM 2.5),Brownsville (CD16),2008,12.25
Fine particles (PM 2.5),Brownsville (CD16),2009,10.4
Fine particles (PM 2.5),Brownsville (CD16),2010,12.0
Fine particles (PM 2.5),Brownsville (CD16),2011,9.4
Fine particles (PM 2.5),Brownsville (CD16),2012,10.4
Fine particles (PM 2.5),Brownsville (CD16),2013,10.4
Fine particles (PM 2.5),Brownsville (CD16),2014,9.1
Fine particles (PM 2.5),Brownsville (CD16),2015,8.8
Fine particles (PM 2.5),Brownsville (CD16),2016,8.25
Fine particles (PM 2.5),Brownsville (CD16),2017,8.6
Fine particles (PM 2.5),Brownsville (CD16),2018,7.4
Fine particles (PM 2.5),Brownsville (CD16),2019,7.5
Fine particles (PM 2.5),Brownsville (CD16),2020,6.7
Fine particles (PM 2.5),Brownsville (CD16),2021,6.8
Fine particles (PM 2.5),Brownsville (CD16),2022,6.1
Fine particles (PM 2.5),Bushwick (CD4),2008,12.2
Fine particles (PM 2.5),Bushwick (CD4),2009,10.0
Fine particles (PM 2.5),Bushwick (CD4),2010,12.1
Fine particles (PM 2.5),Bushwick (CD4),2011,9.3
Fine particles (PM 2.5),Bushwick (CD4),2012,10.4
Fine particles (PM 2.5),Bushwick (CD4),2013,10.4
Fine particles (PM 2.5),Bushwick (CD4),2014,9.2
Fine particles (PM 2.5),Bushwick (CD4),2015,8.9
Fine particles (PM 2.5),Bushwick (CD4),2016,8.25
Fine particles (PM 2.5),Bushwick (CD4),2017,8.8
Fine particles (PM 2.5),Bushwick (CD4),2018,7.7
Fine particles (PM 2.5),Bushwick (CD4),2019,8.1
Fine particles (PM 2.5),Bushwick (CD4),2020,7.1
Fine particles (PM 2.5),Bushwick (CD4),2021,7.3
Fine particles (PM 2.5),Bushwick (CD4),2022,6.55
Fine particles (PM 2.5),Canarsie - Flatlands,2008,11.0
Fine particles (PM 2.5),Canarsie - Flatlands,2009,9.5
Fine particles (PM 2.5),Canarsie - Flatlands,2010,11.4
Fine particles (PM 2.5),Canarsie - Flatlands,2011,8.4
Fine particles (PM 2.5),Canarsie - Flatlands,2012,9.8
Fine particles (PM 2.5),Canarsie - Flatlands,2013,9.9
Fine particles (PM 2.5),Canarsie - Flatlands,2014,8.3
Fine particles (PM 2.5),Canarsie - Flatlands,2015,7.85
Fine particles (PM 2.5),Canarsie - Flatlands,2016,7.699999999999999
Fine particles (PM 2.5),Canarsie - Flatlands,2017,7.9
Fine particles (PM 2.5),Canarsie - Flatlands,2018,6.7
Fine particles (PM 2.5),Canarsie - Flatlands,2019,6.9
Fine particles (PM 2.5),Canarsie - Flatlands,2020,6.6
Fine particles (PM 2.5),Canarsie - Flatlands,2021,6.4
Fine particles (PM 2.5),Canarsie - Flatlands,2022,5.65
Fine particles (PM 2.5),Central Harlem (CD10),2008,13.05
Fine particles (PM 2.5),Central Harlem (CD10),2009,11.3
Fine particles (PM 2.5),Central Harlem (CD10),2010,12.4
Fine particles (PM 2.5),Central Harlem (CD10),2011,10.8
Fine particles (PM 2.5),Central Harlem (CD10),2012,10.8
Fine particles (PM 2.5),Central Harlem (CD10),2013,10.7
Fine particles (PM 2.5),Central Harlem (CD10),2014,9.649999999999999
Fine particles (PM 2.5),Central Harlem (CD10),2015,8.850000000000001
Fine particles (PM 2.5),Central Harlem (CD10),2016,8.399999999999999
Fine particles (PM 2.5),Central Harlem (CD10),2017,8.4
Fine particles (PM 2.5),Central Harlem (CD10),2018,7.6
Fine particles (PM 2.5),Central Harlem (CD10),2019,7.5
Fine particles (PM 2.5),Central Harlem (CD10),2020,6.7
Fine particles (PM 2.5),Central Harlem (CD10),2021,7.2
Fine particles (PM 2.5),Central Harlem (CD10),2022,6.65
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2008,13.1
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2009,11.4
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2010,12.5
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2011,10.9
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2012,10.9
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2013,10.8
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2014,9.649999999999999
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2015,8.9
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2016,8.5
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2017,8.4
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2018,7.6
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2019,7.6
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2020,6.7
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2021,7.1
Fine particles (PM 2.5),Central Harlem - Morningside Heights,2022,6.65
Fine particles (PM 2.5),Chelsea - Clinton,2008,15.45
Fine particles (PM 2.5),Chelsea - Clinton,2009,13.2
Fine particles (PM 2.5),Chelsea - Clinton,2010,14.8
Fine particles (PM 2.5),Chelsea - Clinton,2011,12.4
Fine particles (PM 2.5),Chelsea - Clinton,2012,13.3
Fine particles (PM 2.5),Chelsea - Clinton,2013,13.4
Fine particles (PM 2.5),Chelsea - Clinton,2014,11.95
Fine particles (PM 2.5),Chelsea - Clinton,2015,11.05
Fine particles (PM 2.5),Chelsea - Clinton,2016,10.45
Fine particles (PM 2.5),Chelsea - Clinton,2017,11.2
Fine particles (PM 2.5),Chelsea - Clinton,2018,11.3
Fine particles (PM 2.5),Chelsea - Clinton,2019,11.2
Fine particles (PM 2.5),Chelsea - Clinton,2020,8.6
Fine particles (PM 2.5),Chelsea - Clinton,2021,9.3
Fine particles (PM 2.5),Chelsea - Clinton,2022,8.350000000000001
Fine particles (PM 2.5),Chelsea-Village,2008,14.95
Fine particles (PM 2.5),Chelsea-Village,2009,12.7
Fine particles (PM 2.5),Chelsea-Village,2010,14.4
Fine particles (PM 2.5),Chelsea-Village,2011,12.0
Fine particles (PM 2.5),Chelsea-Village,2012,12.9
Fine particles (PM 2.5),Chelsea-Village,2013,12.9
Fine particles (PM 2.5),Chelsea-Village,2014,11.6
Fine particles (PM 2.5),Chelsea-Village,2015,10.8
Fine particles (PM 2.5),Chelsea-Village,2016,10.05
Fine particles (PM 2.5),Chelsea-Village,2017,10.9
Fine particles (PM 2.5),Chelsea-Village,2018,10.8
Fine particles (PM 2.5),Chelsea-Village,2019,11.1
Fine particles (PM 2.5),Chelsea-Village,2020,8.5
Fine particles (PM 2.5),Chelsea-Village,2021,9.2
Fine particles (PM 2.5),Chelsea-Village,2022,8.25
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2008,14.35
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2009,12.0
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2010,14.1
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2011,11.5
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2012,12.5
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2013,12.5
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2014,11.3
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2015,10.55
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2016,9.85
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2017,10.4
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2018,10.4
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2019,10.4
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2020,8.2
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2021,8.7
Fine particles (PM 2.5),Clinton and Chelsea (CD4),2022,7.9
Fine particles (PM 2.5),Coney Island (CD13),2008,10.100000000000001
Fine particles (PM 2.5),Coney Island (CD13),2009,8.9
Fine particles (PM 2.5),Coney Island (CD13),2010,11.3
Fine particles (PM 2.5),Coney Island (CD13),2011,8.2
Fine particles (PM 2.5),Coney Island (CD13),2012,9.7
Fine particles (PM 2.5),Coney Island (CD13),2013,9.6
Fine particles (PM 2.5),Coney Island (CD13),2014,7.95
Fine particles (PM 2.5),Coney Island (CD13),2015,7.25
Fine particles (PM 2.5),Coney Island (CD13),2016,7.5
Fine particles (PM 2.5),Coney Island (CD13),2017,7.8
Fine particles (PM 2.5),Coney Island (CD13),2018,6.6
Fine particles (PM 2.5),Coney Island (CD13),2019,7.0
Fine particles (PM 2.5),Coney Island (CD13),2020,6.5
Fine particles (PM 2.5),Coney Island (CD13),2021,6.6
Fine particles (PM 2.5),Coney Island (CD13),2022,5.6
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2008,10.35
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2009,9.1
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2010,11.4
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2011,8.3
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2012,9.8
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2013,9.7
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2014,8.05
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2015,7.35
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2016,7.550000000000001
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2017,7.8
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2018,6.7
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2019,7.0
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2020,6.5
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2021,6.6
Fine particles (PM 2.5),Coney Island - Sheepshead Bay,2022,5.6
Fine particles (PM 2.5),Crotona -Tremont,2008,13.45
Fine particles (PM 2.5),Crotona -Tremont,2009,11.3
Fine particles (PM 2.5),Crotona -Tremont,2010,12.6
Fine particles (PM 2.5),Crotona -Tremont,2011,11.0
Fine particles (PM 2.5),Crotona -Tremont,2012,11.0
Fine particles (PM 2.5),Crotona -Tremont,2013,10.9
Fine particles (PM 2.5),Crotona -Tremont,2014,10.0
Fine particles (PM 2.5),Crotona -Tremont,2015,9.25
Fine particles (PM 2.5),Crotona -Tremont,2016,8.7
Fine particles (PM 2.5),Crotona -Tremont,2017,8.5
Fine particles (PM 2.5),Crotona -Tremont,2018,7.9
Fine particles (PM 2.5),Crotona -Tremont,2019,7.4
Fine particles (PM 2.5),Crotona -Tremont,2020,6.8
Fine particles (PM 2.5),Crotona -Tremont,2021,7.3
Fine particles (PM 2.5),Crotona -Tremont,2022,6.7
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2008,12.25
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2009,10.4
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2010,12.0
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2011,9.6
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2012,10.4
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2013,10.3
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2014,9.1
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2015,8.850000000000001
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2016,8.100000000000001
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2017,8.7
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2018,7.3
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2019,8.0
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2020,6.9
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2021,7.1
Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),2022,6.35
Fine particles (PM 2.5),Downtown - Heights - Slope,2008,12.85
Fine particles (PM 2.5),Downtown - Heights - Slope,2009,10.7
Fine particles (PM 2.5),Downtown - Heights - Slope,2010,12.7
Fine particles (PM 2.5),Downtown - Heights - Slope,2011,10.4
Fine particles (PM 2.5),Downtown - Heights - Slope,2012,11.1
Fine particles (PM 2.5),Downtown - Heights - Slope,2013,11.0
Fine particles (PM 2.5),Downtown - Heights - Slope,2014,10.0
Fine particles (PM 2.5),Downtown - Heights - Slope,2015,9.850000000000001
Fine particles (PM 2.5),Downtown - Heights - Slope,2016,8.85
Fine particles (PM 2.5),Downtown - Heights - Slope,2017,9.4
Fine particles (PM 2.5),Downtown - Heights - Slope,2018,8.2
Fine particles (PM 2.5),Downtown - Heights - Slope,2019,8.6
Fine particles (PM 2.5),Downtown - Heights - Slope,2020,7.3
Fine particles (PM 2.5),Downtown - Heights - Slope,2021,7.4
Fine particles (PM 2.5),Downtown - Heights - Slope,2022,6.65
Fine particles (PM 2.5),East Flatbush (CD17),2008,11.95
Fine particles (PM 2.5),East Flatbush (CD17),2009,10.3
Fine particles (PM 2.5),East Flatbush (CD17),2010,11.9
Fine particles (PM 2.5),East Flatbush (CD17),2011,9.3
Fine particles (PM 2.5),East Flatbush (CD17),2012,10.3
Fine particles (PM 2.5),East Flatbush (CD17),2013,10.3
Fine particles (PM 2.5),East Flatbush (CD17),2014,8.95
Fine particles (PM 2.5),East Flatbush (CD17),2015,8.6
Fine particles (PM 2.5),East Flatbush (CD17),2016,8.100000000000001
Fine particles (PM 2.5),East Flatbush (CD17),2017,8.5
Fine particles (PM 2.5),East Flatbush (CD17),2018,7.1
Fine particles (PM 2.5),East Flatbush (CD17),2019,7.4
Fine particles (PM 2.5),East Flatbush (CD17),2020,6.7
Fine particles (PM 2.5),East Flatbush (CD17),2021,6.7
Fine particles (PM 2.5),East Flatbush (CD17),2022,5.95
Fine particles (PM 2.5),East Flatbush - Flatbush,2008,11.8
Fine particles (PM 2.5),East Flatbush - Flatbush,2009,10.3
Fine particles (PM 2.5),East Flatbush - Flatbush,2010,11.8
Fine particles (PM 2.5),East Flatbush - Flatbush,2011,9.3
Fine particles (PM 2.5),East Flatbush - Flatbush,2012,10.2
Fine particles (PM 2.5),East Flatbush - Flatbush,2013,10.2
Fine particles (PM 2.5),East Flatbush - Flatbush,2014,8.75
Fine particles (PM 2.5),East Flatbush - Flatbush,2015,8.5
Fine particles (PM 2.5),East Flatbush - Flatbush,2016,7.949999999999999
Fine particles (PM 2.5),East Flatbush - Flatbush,2017,8.4
Fine particles (PM 2.5),East Flatbush - Flatbush,2018,7.0
Fine particles (PM 2.5),East Flatbush - Flatbush,2019,7.5
Fine particles (PM 2.5),East Flatbush - Flatbush,2020,6.6
Fine particles (PM 2.5),East Flatbush - Flatbush,2021,6.7
Fine particles (PM 2.5),East Flatbush - Flatbush,2022,5.9
Fine particles (PM 2.5),East Harlem,2008,12.6
Fine particles (PM 2.5),East Harlem,2009,10.600000000000001
Fine particles (PM 2.5),East Harlem,2010,12.45
Fine particles (PM 2.5),East Harlem,2011,10.35
Fine particles (PM 2.5),East Harlem,2012,10.8
Fine particles (PM 2.5),East Harlem,2013,10.7
Fine particles (PM 2.5),East Harlem,2014,9.8
Fine particles (PM 2.5),East Harlem,2015,9.05
Fine particles (PM 2.5),East Harlem,2016,8.7
Fine particles (PM 2.5),East Harlem,2017,8.4
Fine particles (PM 2.5),East Harlem,2018,7.8
Fine particles (PM 2.5),East Harlem,2019,7.8
Fine particles (PM 2.5),East Harlem,2020,6.8
Fine particles (PM 2.5),East Harlem,2021,7.0
Fine particles (PM 2.5),East Harlem,2022,6.55
Fine particles (PM 2.5),East Harlem (CD11),2008,12.85
Fine particles (PM 2.5),East Harlem (CD11),2009,10.8
Fine particles (PM 2.5),East Harlem (CD11),2010,12.6
Fine particles (PM 2.5),East Harlem (CD11),2011,10.6
Fine particles (PM 2.5),East Harlem (CD11),2012,11.0
Fine particles (PM 2.5),East Harlem (CD11),2013,10.9
Fine particles (PM 2.5),East Harlem (CD11),2014,9.8
Fine particles (PM 2.5),East Harlem (CD11),2015,9.05
Fine particles (PM 2.5),East Harlem (CD11),2016,8.65
Fine particles (PM 2.5),East Harlem (CD11),2017,8.4
Fine particles (PM 2.5),East Harlem (CD11),2018,7.8
Fine particles (PM 2.5),East Harlem (CD11),2019,7.8
Fine particles (PM 2.5),East Harlem (CD11),2020,6.8
Fine particles (PM 2.5),East Harlem (CD11),2021,7.0
Fine particles (PM 2.5),East Harlem (CD11),2022,6.65
Fine particles (PM 2.5),East New York,2008,11.75
Fine particles (PM 2.5),East New York,2009,9.95
Fine particles (PM 2.5),East New York,2010,11.55
Fine particles (PM 2.5),East New York,2011,9.0
Fine particles (PM 2.5),East New York,2012,9.649999999999999
Fine particles (PM 2.5),East New York,2013,10.05
Fine particles (PM 2.5),East New York,2014,8.95
Fine particles (PM 2.5),East New York,2015,8.55
Fine particles (PM 2.5),East New York,2016,8.2
Fine particles (PM 2.5),East New York,2017,8.2
Fine particles (PM 2.5),East New York,2018,7.2
Fine particles (PM 2.5),East New York,2019,7.4
Fine particles (PM 2.5),East New York,2020,6.8
Fine particles (PM 2.5),East New York,2021,6.7
Fine particles (PM 2.5),East New York,2022,6.050000000000001
Fine particles (PM 2.5),East New York and Starrett City (CD5),2008,11.95
Fine particles (PM 2.5),East New York and Starrett City (CD5),2009,10.2
Fine particles (PM 2.5),East New York and Starrett City (CD5),2010,11.9
Fine particles (PM 2.5),East New York and Starrett City (CD5),2011,9.0
Fine particles (PM 2.5),East New York and Starrett City (CD5),2012,10.3
Fine particles (PM 2.5),East New York and Starrett City (CD5),2013,10.3
Fine particles (PM 2.5),East New York and Starrett City (CD5),2014,8.899999999999999
Fine particles (PM 2.5),East New York and Starrett City (CD5),2015,8.5
Fine particles (PM 2.5),East New York and Starrett City (CD5),2016,8.149999999999999
Fine particles (PM 2.5),East New York and Starrett City (CD5),2017,8.2
Fine particles (PM 2.5),East New York and Starrett City (CD5),2018,7.1
Fine particles (PM 2.5),East New York and Starrett City (CD5),2019,7.3
Fine particles (PM 2.5),East New York and Starrett City (CD5),2020,6.8
Fine particles (PM 2.5),East New York and Starrett City (CD5),2021,6.7
Fine particles (PM 2.5),East New York and Starrett City (CD5),2022,6.0
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2008,12.05
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2009,9.9
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2010,12.0
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2011,9.4
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2012,10.5
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2013,10.5
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2014,9.1
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2015,8.399999999999999
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2016,8.25
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2017,8.2
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2018,7.6
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2019,8.1
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2020,6.8
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2021,7.1
Fine particles (PM 2.5),Elmhurst and Corona (CD4),2022,6.449999999999999
Fine particles (PM 2.5),Financial District (CD1),2008,14.399999999999999
Fine particles (PM 2.5),Financial District (CD1),2009,12.3
Fine particles (PM 2.5),Financial District (CD1),2010,13.8
Fine particles (PM 2.5),Financial District (CD1),2011,11.6
Fine particles (PM 2.5),Financial District (CD1),2012,12.3
Fine particles (PM 2.5),Financial District (CD1),2013,12.2
Fine particles (PM 2.5),Financial District (CD1),2014,10.95
Fine particles (PM 2.5),Financial District (CD1),2015,10.45
Fine particles (PM 2.5),Financial District (CD1),2016,9.45
Fine particles (PM 2.5),Financial District (CD1),2017,10.5
Fine particles (PM 2.5),Financial District (CD1),2018,9.5
Fine particles (PM 2.5),Financial District (CD1),2019,9.7
Fine particles (PM 2.5),Financial District (CD1),2020,7.8
Fine particles (PM 2.5),Financial District (CD1),2021,8.2
Fine particles (PM 2.5),Financial District (CD1),2022,7.300000000000001
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2008,11.55
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2009,10.2
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2010,11.7
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2011,9.2
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2012,10.2
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2013,10.1
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2014,8.649999999999999
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2015,8.25
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2016,7.8
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2017,8.3
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2018,7.0
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2019,7.5
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2020,6.7
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2021,6.7
Fine particles (PM 2.5),Flatbush and Midwood (CD14),2022,5.85
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2008,10.9
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2009,9.4
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2010,11.4
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2011,8.4
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2012,9.8
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2013,9.8
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2014,8.3
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2015,7.85
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2016,7.699999999999999
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2017,7.9
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2018,6.7
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2019,6.8
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2020,6.5
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2021,6.4
Fine particles (PM 2.5),Flatlands and Canarsie (CD18),2022,5.6
Fine particles (PM 2.5),Flushing - Clearview,2008,11.45
Fine particles (PM 2.5),Flushing - Clearview,2009,9.5
Fine particles (PM 2.5),Flushing - Clearview,2010,11.6
Fine particles (PM 2.5),Flushing - Clearview,2011,9.2
Fine particles (PM 2.5),Flushing - Clearview,2012,9.9
Fine particles (PM 2.5),Flushing - Clearview,2013,10.1
Fine particles (PM 2.5),Flushing - Clearview,2014,8.7
Fine particles (PM 2.5),Flushing - Clearview,2015,8.1
Fine particles (PM 2.5),Flushing - Clearview,2016,7.9
Fine particles (PM 2.5),Flushing - Clearview,2017,7.9
Fine particles (PM 2.5),Flushing - Clearview,2018,7.2
Fine particles (PM 2.5),Flushing - Clearview,2019,7.8
Fine particles (PM 2.5),Flushing - Clearview,2020,6.5
Fine particles (PM 2.5),Flushing - Clearview,2021,6.9
Fine particles (PM 2.5),Flushing - Clearview,2022,6.25
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2008,11.5
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2009,9.6
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2010,11.6
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2011,9.3
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2012,9.9
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2013,10.1
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2014,8.75
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2015,8.1
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2016,7.95
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2017,8.0
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2018,7.3
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2019,7.8
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2020,6.5
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2021,7.0
Fine particles (PM 2.5),Flushing and Whitestone (CD7),2022,6.300000000000001
Fine particles (PM 2.5),Fordham - Bronx Pk,2008,12.8
Fine particles (PM 2.5),Fordham - Bronx Pk,2009,10.6
Fine particles (PM 2.5),Fordham - Bronx Pk,2010,12.0
Fine particles (PM 2.5),Fordham - Bronx Pk,2011,9.9
Fine particles (PM 2.5),Fordham - Bronx Pk,2012,10.4
Fine particles (PM 2.5),Fordham - Bronx Pk,2013,10.3
Fine particles (PM 2.5),Fordham - Bronx Pk,2014,9.5
Fine particles (PM 2.5),Fordham - Bronx Pk,2015,8.7
Fine particles (PM 2.5),Fordham - Bronx Pk,2016,8.1
Fine particles (PM 2.5),Fordham - Bronx Pk,2017,8.2
Fine particles (PM 2.5),Fordham - Bronx Pk,2018,7.2
Fine particles (PM 2.5),Fordham - Bronx Pk,2019,6.7
Fine particles (PM 2.5),Fordham - Bronx Pk,2020,6.4
Fine particles (PM 2.5),Fordham - Bronx Pk,2021,7.4
Fine particles (PM 2.5),Fordham - Bronx Pk,2022,6.6
Fine particles (PM 2.5),Fordham and University Heights (CD5),2008,13.899999999999999
Fine particles (PM 2.5),Fordham and University Heights (CD5),2009,11.6
Fine particles (PM 2.5),Fordham and University Heights (CD5),2010,12.8
Fine particles (PM 2.5),Fordham and University Heights (CD5),2011,11.4
Fine particles (PM 2.5),Fordham and University Heights (CD5),2012,11.2
Fine particles (PM 2.5),Fordham and University Heights (CD5),2013,11.1
Fine particles (PM 2.5),Fordham and University Heights (CD5),2014,10.2
Fine particles (PM 2.5),Fordham and University Heights (CD5),2015,9.45
Fine particles (PM 2.5),Fordham and University Heights (CD5),2016,8.85
Fine particles (PM 2.5),Fordham and University Heights (CD5),2017,8.7
Fine particles (PM 2.5),Fordham and University Heights (CD5),2018,8.0
Fine particles (PM 2.5),Fordham and University Heights (CD5),2019,7.3
Fine particles (PM 2.5),Fordham and University Heights (CD5),2020,6.7
Fine particles (PM 2.5),Fordham and University Heights (CD5),2021,7.2
Fine particles (PM 2.5),Fordham and University Heights (CD5),2022,6.6
Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),2008,12.899999999999999
Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),2009,10.6
Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),2010,12.7
Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),2011,10.4
Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),2012,11.1
Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),2013,11.0
Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),2014,9.95
Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),2015,9.8
Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),2016,8.8
